track_name,lyrics,playlist_genre
Butterflies and Hurricanes,"Change everything you are And everything you were Your number has been called Fights and battles have begun Revenge will surely come Your hard times are ahead Best, you've got to be the best You've got to change the world And use this chance to be heard Your time is now (Your time is now) Change everything you are And everything you were Your number has been called Fights and battles have begun Revenge will surely come Your hard times are ahead Best, you've got to be the best You've got to change the world And use this chance to be heard Your time is now (Your time is now) NA Don't let yourself down Don't let yourself go Your last chance has arrived Best, you've got to be the best You've got to change the world And use this chance to be heard Your time is now (Your time is now)",rock
Hookah,"Baby, pass me the hookah Baby, pass me the hookah Baby, pass me the hookah Ayy, baby, just pass me the hookah Tearin' up the place I'm a rich nigga, got Chanel on my waist Run up on me playin', I'ma aim it at ya face And that go for anybody, anyway, ayy I'm a rich blood, by the way And I'm havin' swag, Rollie old like a tape Fish scale, yeah, I got these bitches on the bait Don't wanna talk, man, I said, I need some space Woop, woop, woop, my new car geeked up I just paid a cop, now I'm runnin' out of court Panoramic top, I'ma put it on the rocks Crawl, walk and hop, got all of these bitches shocked, ayy Stone molly whiter than my socks I don't wanna talk if it ain't 'bout guap Clone a young nigga and still flop I buy pints by the two no Pac Baby, pass me the hookah Baby, pass me the hookah Baby, pass me the hookah Ayy, baby, just pass me the hookah Baby, pass me the hookah, ayy Baby, pass me the hookah, ayy Baby, pass me the hookah Pass me the hookah, pass the hookah, pass the hookah Ah, rubbin' on my chain, blowin' cloudmatic Smoke somethin' with a G and bend that ass backwards Lay back, relax and talk mathematics Later on, we test a little sex practice Write my name on the wall Money in the mattress, bet she wanna get involved She hopped on the blunt, say, where the hookah y'all? I tell her pass back if the shit too strong, it's all set Mozart art on the block, so wet I got her where I want her and I ain't done yet Lookin' at your future, baby, put down the cigarette Come hop on this kush jet and take flight, yeah Tell them bitches, hmm fuck that You with Aladdin, bet I got a magic carpet for that ass, yes I'm also on one, got two Olsen's on me Big homie, Young Thugger Thugger, rollin' Rolls Royce so shorty Baby, pass me the hookah Baby, pass me the hookah Baby, pass me the hookah Ayy, baby, just pass me the hookah Baby, pass me the hookah, ayy Baby, pass me the hookah, ayy Baby, pass me the hookah Pass me the hookah, pass the hookah, pass the hookah Ah, Ben Frank baddies in the Benz waggin'You know she want a ride home, hop on the band wagon I got the chain saggy, you know that life lavish Lifestyles like this, gon' need Magnums Pass baby, welcome to rich class, baby You all Maybelline, with ya new Celine Audemars on lean, cars on sheen You white girl, but black girl ghetto fly thing It's verified, they ain't on your sea level Watered eyes, don't cry, inhale and breathe regular My baby on it, high at the crack of dawnin' Body shape, figure eight, like Picasso draw ya Oh, yes, I'm winnin', bling kingin', ring blingin' Like, like, for no reason, let's get closer, closed in Remove your clothes, we close friends Don't get choked smokin' OG Oakland, shout out Oakland Baby, pass me the hookah Baby, pass me the hookah Baby, pass me the hookah Ayy, baby, just pass me the hookah Baby, pass me the hookah, ayy Baby, pass me the hookah, ayy Baby, pass me the hookah Pass me the hookah, pass the hookah, pass the hookah For all my bitches that smoke hookah",rap
emotion,We can catch up for coffee You'll talk about his accent I'll pretend that I'm fine But I can't pretend we never met You'll bring up the distance How I'm always on my phone You'll say you lost your patience How you're better on your own But you've always been good at that But you've always been good at that All I wanted Was a little emotion All I wanted Was a little emotion Keep rolling your eyes Your words stuck inside Behind your teeth Your feelings can't hide All I wanted Was a little emotion It used to be magic Now there's bullshit and sadness I know that I lied You still insist I never tried But you've always been good at that But you've always been good at that All I wanted Was a little emotion All I wanted Was a little emotion Keep rolling your eyes Your words stuck inside Behind your teeth Your feelings can't hide All I wanted Was a little emotion All I wanted Was a little emotion All I wanted Was a little emotion Keep rolling your eyes Your words stuck inside Behind your teeth Your feelings can't hide All I wanted Was a little emotion,pop
Cool Again,"I feel like this is a bad one Racked up too many mistakes Thought you were in for the long run Now you're just another heartbreak Ooh, you don't know how this goes If I'm being honest, yeah It might take a little longer for us to be cool again It might take a little longer for us to be cool again I know I said that we'll be fine, but that was then, I guess I lied It might take a little longer for us to be cool, cool, again Cool, cool again Had my heart for over three years Don't think you understand Probably take double that to see clear Keeping up ain't part of my plan Ooh, you don't know how this goes If I'm being honest, yeah It might take a little longer for us to be cool again It might take a little longer for us to be cool again I know I said that we'll be fine, but that was then, I guess I lied It might take a little longer for us to be cool, cool, again Cool, cool again We had sketched out our future You were mine and I was yours You'll always have a place in my heart Just need some time to heal It might take a little longer for us to be cool again It might take a little longer for us to be cool again I know I said that we'll be fine, but that was then, I guess I lied It might take a little longer for us to be cool, cool, again Cool, cool again Cool again, baby Cool again",pop
Hey There Delilah,"Hey there Delilah What's it like in New York City? I'm a thousand miles away But girl, tonight you look so pretty Yes, you do Times Square can't shine as bright as you I swear it's true Hey there Delilah Don't you worry about the distance I'm right there if you get lonely Give this song another listen Close your eyes Listen to my voice, it's my disguise I'm by your side Oh, it's what you do to me Oh, it's what you do to me Oh, it's what you do to me Oh, it's what you do to me What you do to me Hey there Delilah I know times are getting hard But just believe me, girl Someday I'll pay the bills with this guitar We'll have it good We'll have the life we knew we would My word is good Hey there Delilah I've got so much left to say If every simple song I wrote to you Would take your breath away I'd write it all Even more in love with me, you'd fall We'd have it all Oh, it's what you do to me Oh, it's what you do to me Oh, it's what you do to me Oh, it's what you do to me A thousand miles seems pretty far But they've got planes and trains and cars I'd walk to you if I had no other way Our friends would all make fun of us And we'll just laugh along because we know That none of them have felt this way Delilah, I can promise you That by the time we get through The world will never ever be the same And you're to blame Hey there Delilah You be good and don't you miss me Two more years and you'll be done with school And I'll be making history like I do You'll know it's all because of you We can do whatever we want to Hey there Delilah here's to you This one's for you Oh, it's what you do to me Oh, it's what you do to me Oh, it's what you do to me Oh, it's what you do to me What you do to me, oh-oh, oh-oh, oh-oh, oh-oh",rock
Burn,"We, we don't have to worry 'bout nothing 'Cause we got the fire And we're burning one hell of a something They, they gonna see us from outer space Outer space, light it up Like we're the stars of the human race, human race When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire And we gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn Gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn We don't wanna leave No, we just gonna be right now, right now And what we see, is everybody's on the floor Acting crazy, getting loco 'til the light's out Music's on, I'm waking up We start the fire, and we burn it up And it's over now, we got the love There's no sleeping now, no sleeping now, no sleeping When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire And we gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn Gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We gonna let it burn, burn, burn, burn, burn, burn Burn, burn, burn, burn, burn, burn We can light it up, up, up So they can't put it out, out, out We can light it up, up, up So they can't put it out, out, out We can light it up, up, up So they can't put it out, out, out We can light it up, up, up So they can't put it out, out, out When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire And we gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn Gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire And we're gonna let it burn We, we don't have to worry 'bout nothing 'Cause we got the fire And we're burning one hell of a something They, they gonna see us from outer space Outer space, light it up Like we're the stars of the human race, human race When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire And we gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn Gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn We don't wanna leave No, we just gonna be right now, right now And what we see, is everybody's on the floor Acting crazy, getting loco 'til the light's out Music's on, I'm waking up We start the fire, and we burn it up And it's over now, we got the love There's no sleeping now, no sleeping now, no sleeping When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire And we gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn Gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We gonna let it burn, burn, burn, burn, burn, burn Burn, burn, burn, burn, burn, burn We can light it up, up, up So they can't put it out, out, out We can light it up, up, up So they can't put it out, out, out We can light it up, up, up So they can't put it out, out, out We can light it up, up, up So they can't put it out, out, out When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire And we gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn Gonna let it burn, burn, burn, burn We gonna let it burn, burn, burn, burn When the lights turned down, they don't know what they heard Strike the match, play it loud, giving love to the world We'll be raising our hands, shining up to the sky'Cause we got the fire, fire, fire Yeah, we got the fire, fire, fire And we're gonna let it burn",pop
Perfect,"You're not trying to change me Even though I'm crazy When it's all too much, then you take me home Wearing no makeup, think I'm beautiful And when I'm all messed up, you let me be me There's always gonna be somebody smarter Someone prettier who works a little harder Someone that who ain't afraid to take it farther And every time I feel like I ain't really worth it Then you say I'm perfect I know there's always gonna be somebody better Someone easier who's got it all together And every time I feel like I ain't really worth it Then you say I'm perfect Then you say I'm perfect Then you say I'm perfect I know you never judge me When I make it hard to love me When it's all too much, then you take me home Wearing no make-up, think I'm beautiful And when I'm all messed up, you let me be me There's always gonna be somebody smarter Someone prettier who works a little harder Someone that who ain't afraid to take it farther And every time I feel like I ain't really worth it Then you say I'm perfect I know there's always gonna be somebody better Someone easier who's got it all together And every time I feel like I ain't really worth it Then you say I'm perfect Then you say I'm perfect Then you say I'm perfect Then you say I'm perfect There's always gonna be somebody smarter Someone prettier who works a little harder Someone that who ain't afraid to take it farther And every time I feel like I ain't really worth it Then you say I'm perfect I know there's always gonna be somebody better Someone easier who's got it all together And every time I feel like I ain't really worth it Then you say I'm perfect Then you say I'm perfect You say, you say, you say, ooh Then you say I'm perfect Then you say I'm perfect Oh, oh, oh-oh Then you say I'm perfect",edm
Stress ohne Grund (feat. Bushido),"NA Yeah, ah! Peter-Pan-Syndrom, Bitch, ich rauch' Marlboro, Bitch Du trinkst Aperol Spritz, ich bin Pharao, Bitch All gold everything – chill' beim Geschäftsmeeting„Heartbreaker, Bartträger“ steht in meinem Steckbrief drin Shindy ist 'ne Rap-KoryphäeIch krieg' bei deinem Dresscode Migräne Ich bin nicht diese Fette da aus Marzahn Nein, ich relaxe am Privatstrand und checke 'ne Brünette ab wie Tarzan Barbie-Fetisch, Grieche so wie Archimedes Ich bin Asi, aber dein Gesicht ist asymmetrisch Bitch, du sammelst Briefmarken, ich sammel' Kreditkarten Yeah, Frank Sinatra chillt mit Dean Martin Dein bester Track ist gar nichts, wenn die Gangster auf dich kacken Ich-Ich-Ich komm' auf die Party und mach' Stress ohne Grund!Ich bring'—Ich bring' den Sound, zu dem auch deine Mutter bounct Es ist ganz normal, Männer lutschen keine Schwänze Dein bester Track ist gar nichts, wenn die Gangster auf dich kacken Ich-Ich-Ich komm' auf die Party und mach' Stress ohne Grund!Ich bring'—Ich bring' den Sound, zu dem auch deine Mutter bounct Du Huren—Du Hurensohn, verpiss dich, denn die Banger sind am Mic Yeah!Halt die Fresse, fick die Presse – Kay, du Bastard bist jetzt vogelfrei Du wirst in Berlin in deinen Arsch gefickt wie Wowereit Yeah, fick' die Polizei − LKA, BKAMeine Jungs verticken Elektronik, so wie Media Markt Jeden Tag im Fadenkreuz, ich zeig' dir, wie der Hase läuft Arabisch-deutsche Sippe und ich jage euch, ihr Partyboys Du versteckst dich, doch ich finde dich wie Google Maps Ich verkloppe blonde Opfer, so wie Oli Pocher Ich mach' Schlagzeil'n, fick' deine Partei, yeah Und ich will, dass Serkan Tören jetzt ins Gras beißt, yeah, yeah Was für Vollmacht? Du Schwuchtel wirst gefoltert Ich schieß' auf Claudia Roth und sie kriegt Löcher wie ein Golfplatz Dein bester Track ist gar nichts, wenn die Gangster auf dich kacken Ich-Ich-Ich komm' auf die Party und mach' Stress ohne Grund!Ich bring'—Ich bring' den Sound, zu dem auch deine Mutter bounct Es ist ganz normal, Männer lutschen keine Schwänze Dein bester Track ist gar nichts, wenn die Gangster auf dich kacken Ich-Ich-Ich komm' auf die Party und mach' Stress ohne Grund!Ich bring'—Ich bring' den Sound, zu dem auch deine Mutter bounct Du Huren—Du Hurensohn, verpiss dich, denn die Banger sind am Mic",rap
Lately,"I can't imagine life Without you by my side This is love baby that I'm feeling And I'm hoping That you're feeling the same way Things tend to slip my mind Like how you like to wine and dine, baby With romantic lights, you mean a lot to me In so many ways Lately Have I told you I love you Lately Have I told you you still mean the world to me Lately Have I told you I love you I'll be your wishing well Tell me what you want baby Don't think twice of our love I say these things because I love you but it's hard to explain And I'm hoping that you're feeling the same way You know that all of my Feelings are inside And verbally I tend to forget How much I L-O-V-E you really means Lately Have I told you I love you Lately Have I told you you still mean the world to me Lately Have I told you I love you I'll be your wishing well Tell me what you want, baby Try your hardest to deal Yes I forgot but you know how I feel Things slip my mind baby that's a fact Tell me you love me And I'll tell you... Back baby Lately, ohh Lately I love you babe I love you I love you I love you Hold me close to you Never let me go",r&b
PAY ME BACK!,"Just like a slot machine Honey, you had your greedy little hands on me Crushed, thought you'd cum for free Sorry, I almost had to file for bankruptcy And I wasted all those summer nights In Disneyland, my ride or die On you You raised your hand and testified Then took my credit card and swiped How rude, so rude (Pay me back!) Witness stand, can't you be an honest man (Pay me back!) I'm in debt, never chipped in with the rent (Pay me back!) Movie nights and romantic dinner plans Wish that I could cash that check So pay me back! (Pay me back!) Wish that I could cash that check So pay me Damn, I'm no ATM But you want all my money like you're Uncle Sam Can't you just understand Oh man, you never grow up like you're Peter Pan And I wasted all those summer nights In Disneyland, my ride or die On you You raised your hand and testified Then took my credit card and swiped How rude, so rude (How rude, how rude) (Pay me back!) Witness stand, can't you be an honest man (Pay me back!) I'm in debt, never chipped in with the rent (Pay me back!) Movie nights and romantic dinner plans Wish that I could cash that check So pay me back! (Pay me back!) Wish that I could cash that check So pay me I been cooking and cleaning for ya Thought it would last forever Now I'm broke waving Sayonara Can you do me, do me what Can you do me one last favor (Pay me back!) Witness stand, can't you be an honest man (Pay me back!) I'm in debt, never chipped in with the rent (Pay me back!) Movie nights and romantic dinner plans Wish that I could cash that check So pay me back! (Oh yeah yeah) (Pay me back!) Wish that I could cash that check So pay me back!",pop
Youuu,"I know your heart And I know your downfall Though we fell apart It was no one's fault I've gotta make you remember How hard it was to let me go Slow dancing with a stranger But I found somebody new She moves just like you And she tastes just like you But it's always been you Oh, it's always been you Yeah, it's always been you Oh, it's always been you Back when we started I was a fighter I kept my guard up But I took it down for you Oh, what a thing to do What do you tell your friends? The ones I'll never see again What are you filling in their heads? I found another ex Some temporary settlement To kiss the heartbreak off my lips She moves just like you And she tastes like you But it's always been you Oh, it's always been you Oh, it's always been you Yeah, it's always been you Oh, it's always been you Oh, it's always been you Don't let go if you love me Don't move on, don't move on Don't let go if you love me Don't move on, don't move on Don't move on, don't move on Don't move on, don't move on",pop
Love Game,"NA Something's burnin', I can't figure out what (out what) It's either lust or a cloud of dust Judgement is clouded; must Just be the powder from the power of (love) But I'm in something I don't know how to get out of Left my girl in the house alone Is that my soon-to-be-spouse's moan? And the further I walk, the louder Pause for a minute to make certain that's what I heard ‘Cause after all, this is her place So I give her the benefit of the doubt, IThink I might be about to bust her, bust her The thought's scary, yo, though and it hurts—brace!Hope it ain't, ""Here we go, yo!"" ‘Cause my head already goes to worst-case Scenario, though in the first place But you confirmed my low-end theory though Should've known when I made it all the way to third base And that was only the first date Could've made it to home plate But you slid straight for the dome and dove face first ""No, (*slurp*) you don't (*slurp*) under— (*slurp*) —stand, (*slurp*) I (*slurp*) don't (*slurp*) do this for (*hic*) anyone, (*hic*) ever (*slurp*)."" Yeah, that ain't what they all say? I'll say, you can suck a softball through a straw Used to be my fiancé 'Til you sucked on Wayne, André, and Kanye LeBron, Akon, Jay, Lil Jon, Raekwon, Ma$e Polow da Don, Dre, Dante Ross, James Conway, KwaméGuess I'm gettin' my g-goddang Jigga on, eh? ‘Cause your name, I'm beyond sayin' But fuck it, I'm movin' on, you women are all cray But I'll probably always keep on playin' the— Game of love, love, love, love La-la-la-la-la love She doesn't love me, no, she don't love me no more She hates my company, guess she don't love me no more I tried to get her up out of my head, left my bags at the door She screamed she loved me like she never did before And I told her, ""Go where you wanna! Go do whatcha wanna do, I don't care!"" And I told her, ""Go where you wanna! Go do whatcha wanna do, I don't care!"" I told that bitch, ""I'm a sucker for love, you a sucker for dick."" Suckin' dick in your mama tub, then your granny walked in Told the stupid nigga to duck under the water He drowned, like an abortion They booked you for manslaughter You beat the case and I called ya ""Sherane is not available now, leave a message at the tone And Kendrick, don't forget to buy two pair of those Expensive heels, you little fuckin' Ferris wheel Fuckin' spinnin' on me—fuck you think, we gon' get married still? Fuckin' Mary had a little lamb, this ain't no fairy tale Fairy godmama better tell you how I fuckin' feel Like you should fuckin' beat it Or fuckin' eat it while I'm on my period Now have a blessed day."" (*Phone hangs up*) Bitch, you serious? I'm in the mirror with this look on my face, curious Why you ain't fuckin' with me, you cut me deep as Caesarean You know I want you bad as a Benjamin, I'm delirious I want you bad as the head shattered on George Zimmerman After the Dillinger hit him diligently and killin' him His mouthpiece for a Cadillac emblem That's analogy and metaphor for you I should win a medal for all the ways I adore you This is me talkin' cordial, yeah, I got some home training That ain't what you like, ain't it? What about if I was as famous as Marshall? Would you give fellatio in the carpool? Cops pull us over, they just wanna know if you gargle Singin', ""I hope she's good enough Meanwhile you're chasin' her"" Chlamydia couldn't even get rid of her Pity the fool and pity the fool in me, I'ma live with the— Game of love, love, love, love La-la-la-la-la love (She doesn't love me, no, she don't love me no more) (She hates my company, guess she don't love me no more) I tried to get her up out of my head, left my bags at the door She screamed she loved me like she never did before And I told her, ""Go where you wanna! Go do whatcha wanna do, I don't care!"" And I told her, ""Go where you wanna! Go do whatcha wanna do, I don't care!"" So needless to say I'm feelin' betrayed Snatch my house key off her key chain She jumps off Wee-Bey from The Wire's dick Now she's chasin' me with a cheese grater Here goes that broken record cliché It's all my fault anyway, she's turnin' the tables, I'm a beat-break She treats my face like Serato, she cuts and scratches like a DJEach day is an Instant Replay They say what we display is symptomatic of addict behavior Back together, but forgot today was her B-day She cut me off on the freeway Simple misunderstanding, but just as I went to slam on the brakes That's when I realized that she may be crazy as me, wait Bitch cut my fuckin' brakeline Stepped on them fuckers eight times Still goin' 73, thank God there's an exit comin' up What the mother-F-U-C-K's wrong with her? Hit the off ramp 'til I coasted to a goshdamn halt Hit a fuckin' tree, now here she comes at full speed She's racin' at me, okay, you wanna fuck with me, eh? Snatch that bitch out her car through the window She screamin', I body slam her on the cement Until the concrete gave and created a sinkhole Buried the stink ho in it, then paid to have the street repaved (The fuck?) Woke up in a dream state In a cold sweat like I got hit with a freeze ray during a heat wave Guess I eventually caved though, ‘cause she's layin' next to me in bed—directly aimin' a gat at my head! Woke up again and jumped up Like, ""Fuck it! I've had it, I'm checkin' into rehab."" I confess I'm a static addict, I guess that's why I'm so clingy Every girl I've ever had either says I got too much baggage Or I'm too fuckin' dramatic Man, what the fuck is the matter? I'm just a fuckin' romantic I fuckin' love you, you fuckin' bitch! Combative, possessive, in fact last time I was mad at an ex I actually set off a chain reaction of tragic events I said, ""Hit the road"", then after she left I sent that bitch a text that said, ""Be careful driving Don't read this and have an accident"" She glanced to look at it and wrecked (*Car crashes*) Too bad, thought we had a connect No sense dwelling makes, never been a more compelling case Than the model covered in L'Oréal and mace Who fell from grace 11 stories for storytellin' While the whore was yellin', ""Rape!""'Til her vocal cords were swellin' And her voice were more hoarser than Tori Spellings' face Still they swarm the gates of my fancy estates To greet Norman Bates with a warm embrace'Less you're Andrea Yates, don't ask me for a date though You're late, well, the sentiment's great But wait, think there's been a mistake You wanted an intimate date, I wanna intimidate I have infinite hate in my blood It's mainly 'cause of the game of— (*Message sound*) Wait, ""dinner at eight""? I have infinite hate in my blood It's mainly 'cause of the— Game of love, love, love, love La-la-la-la-la love",pop
Invisible Touch - 2007 Remaster,"Well I've been waiting, waiting here so long But thinking nothing, nothing could go wrong, ooh now I know She has a built-in ability To take everything she sees And now it seems I'm falling, falling for her She seems to have an invisible touch, yeah She reaches in, and grabs right hold of your heart She seems to have an invisible touch, yeah It takes control and slowly tears you apart Well I don't really know her, I only know her name But when she crawls under your skin You're never quite the same, and now I know She's got something you just can't trust It's something mysterious And now it seems I'm falling, falling for her She seems to have an invisible touch, yeah She reaches in, and grabs right hold of your heart She seems to have an invisible touch, yeah It takes control and slowly tears you apart She seems to have an invisible touch, yeah She reaches in, and grabs right hold of your heart She seems to have an invisible touch, yeah It takes control and slowly tears you apart Well she don't like losing, to her it's still a game And though she will mess up your life You'll want her just the same, and now I know She has a built-in ability To take everything she sees And now it seems I've fallen, fallen for her She seems to have an invisible touch, yeah She reaches in, and grabs right hold of your heart She seems to have an invisible touch, yeah It takes control and slowly tears you apart She seems to have an invisible touch, yeah She seems to have an invisible touch, oh She seems to have an invisible touch, yeah She seems to have an invisible touch, oh She seems to have an invisible touch, yeah She seems to have an invisible touch, oh She seems to have an invisible touch, yeah She seems to have an invisible touch, oh",rock
Day 2 Day,"DBLCRSS I rock my own shit man I don't need no brand name I been broke as hell but now I'm finally getting paid Yeah, ay, ay This a day to day Sipping wine with your girl and you know its on me Huh, yeah We gone make a home tape I'm gone cut her off if she say that she late Huh, yeah I'ma ball to the bass And she gunna bounce her ass make a circle with her waist Yeah This a day to day for me Yeah, ay This a day to day Yeah This a day to day for me Yeah, ay This a day to day Wake up count my cake Yeah Then I put in work You said you want the truth but now you know the truth hurts You cannot relate You boys go to church I met with the devil in the club and now im cursed But I don't need a soul because I'm already in hell Homie told me he would kill for me I'm like yeah for real Been like that from time and I know that he would still If she want me for my bills then she can't kick it she a lame I rock my own shit man I don't need no brand name I been broke as hell but now I'm finally getting paid Yeah, ay, ay This a day to day Sipping wine with your girl and you know its on me Huh, yeah We gone make a home tape I'm gone cut her off if she say that she late Huh, yeah I'ma ball to the bass And she gone bounce her ass make a circle with her waist Yeah This a day to day for me Yeah, ay This a day to day Yeah This a day to day for me Yeah, ay This a day to day",rap
Sacrifices,"Wrote this shit, January 21 Baby girl, I had to run, I'll be back a couple months Kendall turned 21, was up the street with 21 They could see me online, but they won't see me on the ones I got Dubai plates in the California state I got her waitin' at my place, I got no baby on the way I'm talkin' Baby like Stunna, I'm talkin' Baby like Face Lost millions in the past, I'm talkin' maybe like eight Couple niggas from the city Wishin' on a star, could they be like Drake Sorry, no, not today, you gotta find your own way Big dog from the 6, I'm talkin' Dogg like Nate My shit be raw out the gate, I don't need another take40 got house on the lake, I ain't know we had a lake She complainin' how I'm late, I ain't know it was a date Niggas see me in person First thing they say is, ""I know you need a break."" Hell naw, I feel great, ready now, why wait? Like a kiss from a rose I could be the one to seal your whole fate So be careful what you think, think about what you gon' say Gotta deal with people straight, I got my 23's laced It's a marathon, not a sprint, but I still gotta win the race, yeah And I'm convinced I made sacrifices, I been ballin' ever since We seein' so many blessings, shit don't make no sense Someone watchin' over us, so shout goes out to Him Yeah, I'm convinced I made sacrifices, I been ballin' ever since Yeah, I did some wrong, I had no choice in my defense Someone watchin' over us, so shout goes out to— 2 Chainz, I'm a real one Few shows, that's a mil run When she bust it down I said, ""Thanks for givin' to me,"" like a pilgrim Cold world'll be chillin' Earmuffs on the children Used to trap out the Hilton Got wood on the Cartiers: that's a face full of splinters Count a bankroll for dinner This the wrong place to enter Phone sex for breakfast, all kinda women text us Met her at the Super Bowl Told her I stayed down the street from Texas A-Town, I stay down, yeah it's all in the wrist This one here out the fence Trap jumpin' like the Carter, mean it jumpin' like Vince Moved on from the election Introduced her to the plug Can't believe they tried to take the connection Ooh, girl, you a blessin', fine ass, be finessin' Yeah I love my fans but I don't wanna take pictures in the restroom Drench God with the 6 God Point guard and the two guard""Pretty Girls Like Trap Music"" so I woke up with my wood hard And I'm convinced I made sacrifices, I been ballin' ever since We seein' so many blessings, shit don't make no sense Someone watchin' over us, so shout goes out to Him Yeah, I'm convinced I made sacrifices, I been ballin' ever since Yeah, I did some wrong, I had no choice in my defense Someone watchin' over us, so shout goes out to— I was stealin' from a bitch (slime) Back when I was 21 (facts) My favorite gun was a SIG (nine) 20 in the clip, head one (no cockin') Growin' up, I was a running back You never made me ran once (goddamn) I got shot, sweat started runnin' That shit was red like Hunt (ketchup) I'm kickin', pimpin' like I punt (beat it) But don't you think shit's sweet? I'm talkin' sweet, deer meat (ooh) I'm talkin' suite like he sleep (like he sleep) We ain't doin' too much talkin' (nah) I'm talmbout talkin' like a speech (election) Like the President, I kill 'em neat (scammers) I'm talkin' neat like freak I'm talkin' neat like fleek I'm talkin' neat like a geek (yeah!) You come with beef, I eat a B I'm talkin' B's, spellin' bee (sheesh) Double R, that's a Rolls Paint it yellow like it's dairy I'm talkin' Rose like Derrick I'm talkin' rolls like a belly (woo) Like a new car, I got two keys Tryna score the bucket like a Chevy seat (Chevy seat) Then I heard they been pullin' all week (all week) I'ma use your name like, ""Who is he?"" You get it? Haha! I said I'ma use a name like, ""Who is he?""Got some gold on, leprechaun, sheesh Deep sleep short for deceased Big bezel on the Patty (woo) I'm talkin' PADI—I meant Patek Don't try to take it, I got guns I'm talkin' guns, not pellets I watch the game from the floor (floor seats) I'm talkin' wood, first mattress I'm talkin' wood, pants down (pants down) I'm talkin' woods like them clowns (you get it?) I got my mink off a monkey I'm talkin' monkey like Jumanji (hrr) All your diamonds partly sunny I'm talkin' sunny like D, Sunny (Sunny Delight) My diamonds wet, it cost me money I'm talkin' wet like it's runnin' (sink) I'm talkin' wet like Katrina (New Orleans) I'm talkin' wet like Dasani, huh And I'm convinced I made sacrifices, I been ballin' ever since We seein' so many blessings, shit don't make no sense Someone watchin' over us, so shout goes out to Him Yeah, I'm convinced I made sacrifices, I been ballin' ever since Yeah, I did some wrong, I had no choice in my defense Someone watchin' over us, so shout goes out to—",rap
